ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (December 2023)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Southern,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,North,Tap Mun,Causeway Bay,Central,Mong Kok
,22,5,5,5,5,5,4,4,5,5,4,3,5,5,5,5,5,5,5
,23,5,5,5,5,5,4,4,5,4,4,3,5,5,5,5,5,5,5
,24,5,5,4,5,5,4,4,4,4,4,3,5,4,5,5,5,5,5
,Daily Max,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5
2023-12-04,01,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,02,4,4,4,4,4,4,4,4,4*,4,3,4,4,4,4,4,4,4
,03,4,4,4,4,4,4,4,4,4*,4,3,4*,4,4,4,4,4,4
,04,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4
,05,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,4,4
,06,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,4,4,4
,07,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4
,08,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3
,09,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,4,3,3
,10,3,4,3,3,3,4,3,3,3,3,2,3,3,3,2,4,4,3
,11,3,4,4*,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4
,12,4,4,4*,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4
,13,4,4,4*,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5
,14,4,5,4,4,4,5,4,4,5,5,4,4,4,5,4,5,5,5
,15,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5
,16,5,6,5,5,6,6,6,5,7*,7,6,6,5,7,5,6,5,6
,17,6,6,5,5,6,8,7,5,7*,7,6,6,6,8,5,7,6,6
,18,7,6,6,6,7,8,7,6,6*,6,6,6,7,8,5,6,6,7
,19,7,6,6,6,6,7,6,5,5,5,5,6,7,7,5,6,6,7
,20,6,5,5,5,6,6,6,5,5,4,4,5,6,6,4,6,6,6
,21,5,4,5,5,5,6,5,5,4,4,4,5,5,5,4,6,5,6
,22,5,4,5,5,5,5,4,4,4,4,3,4,4,4,3,5,5,5
,23,4,4,5,5,4,4,4,4,4,4,3,4,4,4,3,5,5,5
,24,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4
,Daily Max,7,6,6,6,7,8,7,6,7,7,6,6,7,8,5,7,6,7
2023-12-05,01,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4
,02,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,03,4,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,4,3,4
,04,3,3,3,3,3,3,3,3*,3,3,3,3,3,3,2,3,3,3
,05,3,3,3,3,3,3,3,3*,3,3,2,3,3,3,2,3,3,3
,06,3,3,3,3,3,3,3,2*,3,2,2,3,3,3,2,3,3,3
,07,3,3,3,3,3,3,3,2*,3,2,2,3,2,3,2,3,3,3
,08,3,3,3,3,3,3,3,2*,3,2,2,3,2,3,2,3,3,3
,09,3,3,3,3,3,3,3,2*,3,2,2,2,2,3,2,3,3,3
,10,3,3,3,3,3,3,3,2*,3,3,2,3,2,3,2,4,3,3
,11,3,4,3,3,3,3,3,2*,3,3,2,3*,3,3,2,4,4,4
,12,4,4,3,3,4,4,3,2*,3,3,3,3*,3,3,3,5,4,4
,13,4,5,4,4,4,4,4,2*,4,4,3,3*,3,3,3,5,4,5
,14,5,6,4,4,5,4,4,3,4,4,4,4*,4,4,4,5,5,5
,15,5,6,4,4*,5,5,5,4,4,5,4,4*,4,4,4,6,5,5
,16,5,6,5,5*,5,6,5,4,5,5,5,4*,4,5,5,6,6,6
,17,6,6,5,6*,6,6,6,5*,6,6,5,4*,5,5,5,6,6,6
,18,6,5,5,5*,6,7,7,5*,8,7,5,5*,6,6,5,6,6,6
,19,6,5,5,5,6,7,7,5*,7,7,4,5*,6,7,4,6,6,7
,20,6,5,5,5,7,7,6,5*,7,6,3,4,6,6,4,6,6,7
,21,6,4,5,5,6,6,5,4,6,6,3,4,5,6,3,6,6,7
,22,5,4,5,5,6,6,5,4,6,5,3,4,5,5,3,5,6,7
,23,5,4,5,4,6,5,5,3,5,5,2,4,4,4,3,5,6,6
,24,5,4,4,4,6,5,4,3,5,5,2,4,4,4,3,5,5,6
,Daily Max,6,6,5,6,7,7,7,5,8,7,5,5,6,7,5,6,6,7
2023-12-06,01,5,4,4,4,6,5,4,3,5,4,2,4,4,4,3,5,5,6
,02,5,4,4,4,5,5,4,3,4,4,3*,3,4,4,2,5,5,6
,03,5,4,4,4,5,4,4,3,4,4,3*,3,4,3,2,4,4*,5
,04,5,4,4,4,5,4,4,3,4,4,2,3,3,3,2,4,4,5
,05,4,4,4,4,4,4,4,3,4,4,2,3,3,3,2,4,3,4
,06,4,3,4,4,4,4,3,3,4,4,2,3,3,3,2,4,4,4
,07,4,3,4,4,3,3,3,3,4,4,2,3,3,3,2,4,4,4
,08,4,3,4,4,3,3,3,3,3,4,2,3,3,3,2,4,4,4
,09,4,3,4,4,3,4,3,3,3,4,3,3,3,3,2,4,3,4
,10,4,3,4,3,3,4,3,3,3,3,3,3,3,3,2,4,4,4
,11,4,4,4,3,3,4,3,3,3,3,3,3,3,3,2,4,4,4
,12,4,4,4,4,4*,4,3,3,3,3,3,3*,3,3,2,5,4,4*
,13,4,4,4,4,4*,4,4,3,3,3,3,3*,3,3,3,5,4,4*
,14,4,4,4,4,4*,4,4,3,3,3,3,3*,3,3,3,5,4,4*
,15,4,4,4,4,3*,4,4,4,3,3,3,4*,4,4,3,4,4,4
,16,4,4,4,4,4*,4,4,4,4,4,3,4*,4,4,3,4,4,4
,17,4,4,4,4,4*,4,4,4,4,4,3,4,4,4,3,4,4,4
,18,4,4,4,4,4*,4,4,4,4,3,3,4,4,4,3,4,4,4
,19,4,4,4,3,3*,4,4,3,4,3,3,3,3,4,3,4,4,4
,20,3,4,3,3,3*,3,3,3,3,3,3,3,3,3,3,4,4,4
,21,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4
,22,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3
,23,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,24,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,Daily Max,5,4,4,4,6,5,4,4,5,4,3,4,4,4,3,5,5,6
2023-12-07,01,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,02,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3*,3
,03,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3*,3
,04,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3*,3
,05,3,3,3,3*,3,3*,3,3,3,3,2,2,3*,3,3,3,3*,3
,06,3,3,3,3*,3,3*,3,3,3,3,2,2,3*,3,3,3,3*,3
,07,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3*,3
,08,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3*,3
,09,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3*,3
,10,3,4,3,4,3,3,3,3,3,3,2,3,3,3,3,4,4*,4
,11,4,4,3,4,3,4,3,3,3,3,2,3,3,3,3,4,4*,4
,12,4,4,4,4,3,4,3,4,4,4,3,3,3,4,3,4,4*,4
,13,4,4,4,4,4,4,4*,4,4,4,3,4,4,4,4,4,4*,4
,14,4,4,4,4,4,4*,4*,4,5,4,4*,4,4,5,4,4,4*,4
,15,4,4,4,4,4,4*,4,4,5,4,4*,4,4,5,5,4,4*,4
,16,4,4,4,4,4,4*,4,4,5,5,5*,5,4,5,5,4,4*,5
,17,4,5,4,4,4,5*,5,4,5,5,5*,5,4,5,5,5,4,5
,18,4,5,4,4,4,5,4,4,5,5,4,4,4,5,4,5,4,5
,19,4,4,4,4,4,5,4,4,5,5,4,4,4,5,4,5,4,5
,20,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,5,4,5
,21,4,4,4,4,4,4,4,4,4,5,3,4,3,4,3,5,4,5
,22,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,5
,23,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,5
,24,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,5
,Daily Max,4,5,4,4,4,5,5,4,5,5,5,5,4,5,5,5,4,5
2023-12-08,01,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4
,02,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4
,03,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4
,04,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,4,4,4
,05,4,4,4,4,4,4,4,3,3,3,3,2,3,2,2,4,3,4
,06,4,4,4,4,4,4,4,3,3,3,3,2,3,2,2,4,3,4
,07,4,4,4,4,4,4,4,3,3,3,2,2,2,3,2,4,4,4
,08,4,4,4,4,4,4,3,3,3,3,2,3,3,3,2,4,4,4
,09,4,4,4,4,4,4,3,3,3,3,2,3,3,3,2,4,4,4
,10,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,4,5
,11,5,5,5,5,4,4,4,5,4,4,3,4,4,4,4,5,5,5
,12,5,5,5,5,5*,5,5,5,4,4,4,4,5,5,5,5,5,5
,13,5,6,5,5,5*,5,5,6,5,5,4,5,5,5,5,5,5,5
,14,6,6,6,5,6*,5,5,6,5,5,5,5,5,6,6,6,5,6
,15,6,6,6,6,5,5,5,6,5,5,5,5,5,6,6,6,5,6
,16,6,6,6,6,5,5,5,6,6,5,5,5,5,6,6,6,6,6
,17,6,6,6,6,6,5,5,6,5,5,5,5,5,6,6,6,6,6
,18,6,6,6,6,6,5,5,6,5,5,5,5,6,6,6,6,6,6
,19,6,6,6,6,6,5,5,6,5,5,5,5,6,6,6,6,6,6
,20,6,6,6,6,6,6,5,6,5,5,4,5,6,6,6,6,6,6
,21,6,6,6,6,6,6,5,6,5,5,4,5,6,6,5,6,6,6
,22,6,6,6,6,6,6,5,6,5,5,4,5,5,6,5,6,6,6
,23,6,6,6,6,6,6,5,6,5,5,4,5,5,6,6,6,6,6
,24,6,6,6,6,6,5,5,6,5,5,4,5,5,6,6,6,6,6
,Daily Max,6,6,6,6,6,6,5,6,6,5,5,5,6,6,6,6,6,6
2023-12-09,01,6,6,6,6,6,5,5,6,5,5,4,5,5,6,6,5,5,6
,02,5,6,5,6,5,5,5,5,5,5,4,5,5,6,5,5,5,6
,03,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,6
,04,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5
,05,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5
,06,5,4,5,5,5,5,5,5,4,4,4,5,4,5,4,5,5,5
,07,5,4,5,5,5,5,4,4,4,4,3,4,4,5,3,5,4,5
,08,5,4,5,5,4,4,4,4,4,3,3,4,3,4,3,5,4,5
,09,4,4,4,5,4,4,4,4,4,4,3,4,3,4,3,5,4,5
,10,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,5,4,5
,11,5,4,5,5,5,5,4,4,4,4,4,4,4,5,4,5,5,5
,12,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5
,13,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5
,14,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
,15,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5
,16,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,6
,17,5,5,6,6,5,5,4,6,5,5,4,5,5,5,5,6,5,6
,18,6,5,6,6,5,5,4,6,5,5,4,5,5,5,5,6,6,6
,19,6,5,6,6,5,5,4,6,5,5,4,5,5,5,5,6,6,6
,20,6,5,6,6,5,5,4,6,4,5,4,5,5,5,5,6,5,6
,21,5,5,5,5,5,5,5,5,4,5,4,5,5,6,5,6,5,6
,22,5,6,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,6
,23,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5
,24,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5
,Daily Max,6,6,6,6,6,5,5,6,5,5,4,5,5,6,6,6,6,6
2023-12-10,01,5,4,5,5,5,5,5,5,4,4,4,5,4,5,3,5,5,5
,02,4,4,5,5,4,4,4,5,4,4,3,5,4,5*,3,4,4,5
,03,4,4,5,4,4,4,4,4,4,4,3,4,3,5*,3,4,4,4
,04,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4
,05,4,3,4,4,4,4,3,4,3,3,3,4,3,4,3,4,4,4
,06,4,3,4,4,3,3,3,4,3,3,3,4,3,4,3,4,4,4
,07,4,4,4,4,3,3,3,4,3,3,3,4,3,4,3,4,4,4
,08,4,4,4,4,3,3,3,4,3,3,3,4,3,4*,2,4,4,4
,09,4,4,4,4,4,3,3,3,3,3,3,4,3,4*,2,4,4,4
,10,4,4,4,4,4,3,3,4,3,3,3,4,3,4*,3,4,4,4
,11,4,4,4,4,4,3,3,4,3,3,3,4,4,4*,4,4,4,4
,12,4,4,4,4,4,3,3,4,4,3,3,4,4,4*,4,4,4,4
,13,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4
,14,4,4,5,5,4,4,4,5,4,4,4,4,4,4,5,5,4,5
,15,4,4,5,5,4,4,4,5,4,4,4,5,4,4,5,5,4,5
,16,4,5,5,5,4,4,4,5,4,4,4,5,4,5,5,5,4,5
,17,4,5,5,5,4,4,4,5,4,4,4,4,4,5,6,5,4,5
,18,4,5,5,5,4,4,4,5,4,4,4,4,4,4,6,5,4,5
,19,5,5,5,5,4,4,4,5,4,4,4,4,4,4,6,5,4,5
,20,4,4,5,5,4,4,4,5,4,4,3,4,4,4,5,5,4,5
,21,4,4,5,5,4,4,4,5,4,4,3,4,4,4,5,5,4,5
,22,4,4,5,5,4,4,4,5,4,4,3,4,4,4,5,5,4,5
,23,4,4,4,4,4,4,4,5,3,4,3,4,4,4,4,4,4,4
,24,4,3,4,4,3,3,3,4,3,4,3,4,3,4,3,4,3,4
,Daily Max,5,5,5,5,5,5,5,5,4,4,4,5,4,5,6,5,5,5
2023-12-11,01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,02,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,03,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3
,04,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3
,05,3,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,3,3
,06,3,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,3,3
,07,3,3,3,3,2,2,3,3,2,2,2,3,2,3,2,3,3,3
,08,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,3,3,3
,09,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3
,10,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3
,11,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3
,12,3,3,3,3,3,3,3,4*,3,3,3*,3,3*,3,3,3,3,3
,13,3,3,3,3,3,3,3,4*,3,3,3*,3,3*,3,3,3,3,3
,14,3,4,3,3,3,3,3,3,3,3,3*,3,3*,3,3,4,3,4
,15,3,4,3,3,3,3*,3,3,3,3,3,3,3*,3,3,4,3,4
,16,3,4,3,3,3,4*,3,3,3,3,3,3,3,3,3,4,4,4
,17,3,4,3,3,3,4*,3,3,3,3,3,3,3,3,3,5,4,4
,18,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,5,4,4
,19,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,4,4
,20,3,3,3,3,3,4,3,3,3,3,2,3,3,3,2,4,4,4
,21,3,3,3,3,4,4,3,3,3,3,2,2,3,3,2,4,4,4
,22,3,2,3,3,4,3,3,3,3,3,2,2,3,3,2,4,4,4
,23,3,2,3,3,4,3,2,3,3,3,2,2,2,2,1,4,4,4
,24,3,2,3,3,4,3,2,2,3,3,2,2,2,2,1,3,4,4
,Daily Max,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,5,4,4
2023-12-12,01,3,2,3,3,3,3,2,2,3,3,2,2,2,2,1,3,3,4
,02,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,4
,03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,4
,04,3,2,3,3,3,2,2,2,2,2,1,2,2,2,1,3,3,3
,05,3,2,3,3,3,2,2,2,2,3,1,2,2,2,1,3,2,3
,06,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,3,2,3
,07,3,2,3,3,3,3,2,2,2,3,2,2,2,2,1,3,2,3
,08,4,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3
,09,4,3,3,4,4,4,3,2,3,3,2,3,2,3,2,4,4,4
,10,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4
,11,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,5,4,4
,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4*,4
,13,4,5,4,4,4,4,4,4,4,4,4,4,4,4*,4,5,4*,4
,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5*,4,5,4*,5
,15,5,6,5,5,5,5,5,5,5,5,6,5,5,6*,5,5,5*,6
,16,6,7,5,5,6,6,6,6,6,6,6,5,6,6*,5,5,5,6
,17,6,6,5,5,6,7,6,6,6,6,6,5,6,6,5,5,6,7
,18,6,6,6,5,6,7,6,6,6,5,5,5,6,5,5,5,6,6
,19,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,6,6,6
,20,6,6,5,5,6,6,5,5,5,5,4,5,5,5,5,5,5,6
,21,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5
,22,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5
,23,4,4,4,3,3,3,4,3,3,4,4,3,3,3,3,4,3,4
,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,Daily Max,6,7,6,6,6,7,6,6,6,6,6,5,6,6,5,6,6,7
2023-12-13,01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,*,3,3,3
,03,3,3,3,3,3,3,3,3,2,3,3,3,3,3,*,3,3,3
,04,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
,05,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
,06,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
,07,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3
,08,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3
,09,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3
,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3*,3,3
,12,3,3,3*,3,3,3,3,3,3,3,3*,3,3,3,3,3*,3,3
,13,3,3,3*,3,3,3,3,3,3,3,3*,3,3,3,3,4*,3,4
,14,3,4,4*,3,3,3,3,3,3,3,3*,3,3,3,3,4*,3,4
,15,4,4,4*,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4
,16,4,4,4*,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4
,17,4,4,4*,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4
,18,4,4,4*,4,4,4,4,5,4,3,4,4,4,4,4,5,4,4
,19,4,4,4*,4,4,4,4,5,4,3,4,4,4,4,5,5,4,5
,20,4,4,4,4,4,4,4,4,4,4*,4,4,4,4,4,5,4,4
,21,4,4,4,4,4,4,4,4,4,4*,4,4,4,4,4,4,4,4
,22,4,4,4,4,4,4,4,4,4,4*,3,4,4,4,4,4,4,4
,23,4,4,4,4,4,4,4,4,4,4*,3,4,4,4,4,4,4,4
,24,4,4,4,4,4,4,4,4,3,3*,3,3,4,4,4,4,4,4
,Daily Max,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5
2023-12-14,01,4,4,4,4,4,4,4,4,3,3*,3,3,4,4,4,4,4,4
,02,4,4,4,4,4,4,4*,4,3,3*,4,3,4,3,3,4,4,4
,03,4,4,4,4,4,4,4*,4,3,4*,4,4,4,3,3,4,4,4
,04,4,4,4,4,4,4,4,4,3,3*,4,4,4,3,3,4,4,4
,05,4,4,4,4,4*,3,4,4,3,3*,3,4,4,3,3,4,4,4
,06,4,4,4,3,3*,3,3,3,3,3*,3,3,3,3,3,4,3,4
,07,3,4,3,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,4
